"Total Nacional","Comunidades y Ciudades Autónomas","Grupos de usuarios e importe","periodo","Total"
"Total Nacional","16 País Vasco","Longitud de la red de suministro (km)",2003,".."
"Total Nacional","16 País Vasco","Longitud de la red de suministro (km)",2002,".."
"Total Nacional","16 País Vasco","Longitud de la red de suministro (km)",2001,".."
"Total Nacional","16 País Vasco","Longitud de la red de suministro (km)",2000,".."
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2020,"25.032"
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2018,"27.290"
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2016,"21.173"
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2014,"22.051"
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2013,"23.896"
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2012,"24.366"
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2011,"28.550"
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2010,"27.987"
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2009,"29.478"
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2008,"32.398"
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2007,"30.870"
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2006,"30.081"
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2005,"28.795"
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2004,"29.181"
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2003,"25.594"
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2002,"39.447"
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2001,"35.377"
"Total Nacional","17 Rioja, La","Volumen total de agua registrada y distribuida por tipo de usuario",2000,"40.405"
"Total Nacional","17 Rioja, La","- Sectores económicos",2020,"7.944"
"Total Nacional","17 Rioja, La","- Sectores económicos",2018,"9.736"
"Total Nacional","17 Rioja, La","- Sectores económicos",2016,"5.650"
"Total Nacional","17 Rioja, La","- Sectores económicos",2014,"7.312"
"Total Nacional","17 Rioja, La","- Sectores económicos",2013,"8.395"
"Total Nacional","17 Rioja, La","- Sectores económicos",2012,"7.593"
"Total Nacional","17 Rioja, La","- Sectores económicos",2011,"8.774"
"Total Nacional","17 Rioja, La","- Sectores económicos",2010,"7.679"
"Total Nacional","17 Rioja, La","- Sectores económicos",2009,"9.145"
"Total Nacional","17 Rioja, La","- Sectores económicos",2008,"12.313"
"Total Nacional","17 Rioja, La","- Sectores económicos",2007,"10.554"
"Total Nacional","17 Rioja, La","- Sectores económicos",2006,"10.807"
"Total Nacional","17 Rioja, La","- Sectores económicos",2005,"10.070"
"Total Nacional","17 Rioja, La","- Sectores económicos",2004,"8.665"
"Total Nacional","17 Rioja, La","- Sectores económicos",2003,"5.555"
"Total Nacional","17 Rioja, La","- Sectores económicos",2002,"12.272"
"Total Nacional","17 Rioja, La","- Sectores económicos",2001,"10.099"
"Total Nacional","17 Rioja, La","- Sectores económicos",2000,"8.161"
"Total Nacional","17 Rioja, La","- Hogares",2020,"14.276"
"Total Nacional","17 Rioja, La","- Hogares",2018,"13.259"
"Total Nacional","17 Rioja, La","- Hogares",2016,"13.074"
"Total Nacional","17 Rioja, La","- Hogares",2014,"12.180"
"Total Nacional","17 Rioja, La","- Hogares",2013,"12.967"
"Total Nacional","17 Rioja, La","- Hogares",2012,"15.219"
"Total Nacional","17 Rioja, La","- Hogares",2011,"14.016"
"Total Nacional","17 Rioja, La","- Hogares",2010,"13.950"
"Total Nacional","17 Rioja, La","- Hogares",2009,"15.121"
"Total Nacional","17 Rioja, La","- Hogares",2008,"17.190"
"Total Nacional","17 Rioja, La","- Hogares",2007,"17.024"
"Total Nacional","17 Rioja, La","- Hogares",2006,"16.600"
"Total Nacional","17 Rioja, La","- Hogares",2005,"15.955"
"Total Nacional","17 Rioja, La","- Hogares",2004,"15.113"
"Total Nacional","17 Rioja, La","- Hogares",2003,"14.257"
"Total Nacional","17 Rioja, La","- Hogares",2002,"14.355"
"Total Nacional","17 Rioja, La","- Hogares",2001,"14.416"
"Total Nacional","17 Rioja, La","- Hogares",2000,"17.978"
"Total Nacional","17 Rioja, La","- Consumos municipales",2020,"2.812"
"Total Nacional","17 Rioja, La","- Consumos municipales",2018,"4.295"
"Total Nacional","17 Rioja, La","- Consumos municipales",2016,"2.449"
"Total Nacional","17 Rioja, La","- Consumos municipales",2014,"2.559"
"Total Nacional","17 Rioja, La","- Consumos municipales",2013,"2.534"
"Total Nacional","17 Rioja, La","- Consumos municipales",2012,"1.554"
"Total Nacional","17 Rioja, La","- Consumos municipales",2011,"5.760"
"Total Nacional","17 Rioja, La","- Consumos municipales",2010,"6.358"
"Total Nacional","17 Rioja, La","- Consumos municipales",2009,"5.212"
"Total Nacional","17 Rioja, La","- Consumos municipales",2008,"2.895"
"Total Nacional","17 Rioja, La","- Consumos municipales",2007,"3.292"
"Total Nacional","17 Rioja, La","- Consumos municipales",2006,"2.674"
"Total Nacional","17 Rioja, La","- Consumos municipales",2005,"2.770"
"Total Nacional","17 Rioja, La","- Consumos municipales",2004,"5.403"
"Total Nacional","17 Rioja, La","- Consumos municipales",2003,"5.782"
"Total Nacional","17 Rioja, La","- Consumos municipales",2002,"12.820"
"Total Nacional","17 Rioja, La","- Consumos municipales",2001,"10.862"
"Total Nacional","17 Rioja, La","- Consumos municipales",2000,"14.266"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2020,"14.609"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2018,"13.819"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2016,"11.087"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2014,"12.162"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2013,"11.913"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2012,"14.144"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2011,"14.903"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2010,"14.035"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2009,"14.112"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2008,"15.857"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2007,"13.034"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2006,"12.312"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2005,"11.478"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2004,"11.393"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2003,"7.934"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2002,"9.534"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2001,"7.363"
"Total Nacional","17 Rioja, La","Importe facturado por el agua suministrada",2000,"8.793"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2020,"304"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2018,"121"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2016,"2.988"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2014,"3.823"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2013,"2.824"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2012,"2.338"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2011,"230"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2010,"665"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2009,"7.318"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2008,"340"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2007,"2.555"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2006,"2.966"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2005,"2.289"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2004,"5.403"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2003,"7.324"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2002,"3.747"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2001,"992"
"Total Nacional","17 Rioja, La","Importe total de la inversión en los servicios de suministro",2000,"21.035"
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2020,"1.156"
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2018,"1.125"
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2016,"946"
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2014,"1.057"
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2013,"1.088"
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2012,".."
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2011,".."
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2010,".."
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2009,".."
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2008,".."
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2007,".."
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2006,".."
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2005,".."
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2004,".."
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2003,".."
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2002,".."
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2001,".."
"Total Nacional","17 Rioja, La","Longitud de la red de suministro (km)",2000,".."
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2020,"10.651"
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2018,"10.336"
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2016,"8.642"
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2014,"8.751"
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2013,"8.770"
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2012,"8.897"
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2011,"13.117"
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2010,"12.297"
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2009,"9.287"
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2008,"9.365"
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2007,"9.271"
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2006,"9.860"
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2005,"9.722"
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2004,"9.597"
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2003,"9.655"
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2002,"9.512"
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2001,"9.631"
"Ceuta y Melilla",NA,"Volumen total de agua registrada y distribuida por tipo de usuario",2000,"9.744"
"Ceuta y Melilla",NA,"- Sectores económicos",2020,"1.289"
"Ceuta y Melilla",NA,"- Sectores económicos",2018,"951"
"Ceuta y Melilla",NA,"- Sectores económicos",2016,"691"
"Ceuta y Melilla",NA,"- Sectores económicos",2014,"691"
"Ceuta y Melilla",NA,"- Sectores económicos",2013,"674"
"Ceuta y Melilla",NA,"- Sectores económicos",2012,"738"
"Ceuta y Melilla",NA,"- Sectores económicos",2011,"2.429"
"Ceuta y Melilla",NA,"- Sectores económicos",2010,"961"
"Ceuta y Melilla",NA,"- Sectores económicos",2009,"819"
"Ceuta y Melilla",NA,"- Sectores económicos",2008,"897"
"Ceuta y Melilla",NA,"- Sectores económicos",2007,"826"
"Ceuta y Melilla",NA,"- Sectores económicos",2006,"836"
"Ceuta y Melilla",NA,"- Sectores económicos",2005,"789"
"Ceuta y Melilla",NA,"- Sectores económicos",2004,"786"
"Ceuta y Melilla",NA,"- Sectores económicos",2003,"732"
"Ceuta y Melilla",NA,"- Sectores económicos",2002,"880"
"Ceuta y Melilla",NA,"- Sectores económicos",2001,"892"
"Ceuta y Melilla",NA,"- Sectores económicos",2000,"901"
